Date,Open,High,Low,Close,Adj Close,Volume
1999-08-01,546.549988,592.020020,527.260010,572.419983,572.419983,0
1999-09-01,573.049988,595.729980,546.109985,547.450012,547.450012,0
1999-10-01,550.359985,575.820007,527.169983,571.820007,571.820007,0
1999-11-01,571.789978,615.380005,564.039978,602.109985,602.109985,0
1999-12-01,597.210022,671.940002,596.969971,671.409973,671.409973,0
2000-01-01,677.150024,686.330017,609.960022,612.380005,612.380005,0
2000-02-01,625.609985,676.140015,617.489990,664.280029,664.280029,0
2000-03-01,673.880005,691.659973,641.830017,662.289978,662.289978,0
2000-04-01,666.960022,678.469971,618.669983,661.380005,661.380005,0
2000-05-01,668.239990,677.950012,635.760010,655.500000,655.500000,0
2000-06-01,664.690002,689.609985,661.460022,672.140015,672.140015,0
2000-07-01,674.489990,692.229980,662.739990,668.179993,668.179993,0
2000-08-01,668.950012,700.280029,666.520020,689.520020,689.520020,0
2000-09-01,693.979980,703.179993,639.719971,661.520020,661.520020,0
2000-10-01,659.750000,682.609985,619.820007,680.559998,680.559998,0
2000-11-01,685.440002,692.179993,647.109985,649.919983,649.919983,0
2000-12-01,654.270020,670.669983,610.989990,637.599976,637.599976,0
2001-01-01,636.239990,647.049988,620.419983,639.979980,639.979980,0
2001-02-01,636.820007,638.270020,583.400024,597.330017,597.330017,0
2001-03-01,593.219971,601.239990,512.450012,558.359985,558.359985,0
2001-04-01,562.880005,595.599976,524.219971,593.090027,593.090027,0
2001-05-01,597.119995,609.219971,574.710022,585.150024,585.150024,0
2001-06-01,581.099976,592.359985,547.200012,573.500000,573.500000,0
2001-07-01,572.359985,581.400024,523.429993,548.719971,548.719971,0
2001-08-01,547.380005,559.000000,515.090027,523.630005,523.630005,0
2001-09-01,523.909973,523.909973,378.359985,453.869995,453.869995,0
2001-10-01,452.309998,485.320007,426.000000,460.329987,460.329987,0
2001-11-01,461.329987,512.309998,453.339996,492.670013,492.670013,0
2001-12-01,489.760010,512.559998,473.070007,506.779999,506.779999,0
2002-01-01,503.410004,510.040009,485.350006,500.920013,500.920013,0
2002-02-01,502.130005,504.549988,475.190002,494.910004,494.910004,0
2002-03-01,492.209991,531.210022,492.100006,531.210022,531.210022,0
2002-04-01,528.599976,531.450012,503.380005,511.279999,511.279999,0
2002-05-01,512.010010,512.179993,477.890015,484.549988,484.549988,0
2002-06-01,482.399994,483.350006,395.170013,439.660004,439.660004,0
2002-07-01,434.000000,446.920013,303.720001,363.589996,363.589996,0
2002-08-01,360.570007,397.079987,311.730011,371.589996,371.589996,0
2002-09-01,369.940002,369.940002,282.790009,296.359985,296.359985,0
2002-10-01,299.070007,352.739990,285.820007,342.839996,342.839996,0
2002-11-01,338.739990,364.220001,318.799988,361.989990,361.989990,0
2002-12-01,362.200012,370.420013,315.640015,322.730011,322.730011,0
2003-01-01,323.760010,340.239990,273.140015,294.940002,294.940002,0
2003-02-01,299.429993,301.790009,249.550003,266.209991,266.209991,0
2003-03-01,270.420013,278.529999,217.800003,248.539993,248.539993,0
2003-04-01,251.220001,295.579987,248.270004,282.630005,282.630005,0
2003-05-01,280.989990,291.980011,264.799988,280.570007,280.570007,0
2003-06-01,283.579987,309.500000,281.380005,291.549988,291.549988,0
2003-07-01,293.279999,318.130005,284.140015,317.489990,317.489990,0
2003-08-01,316.670013,336.019989,305.649994,329.410004,329.410004,0
2003-09-01,331.059998,344.329987,305.299988,306.779999,306.779999,0
2003-10-01,308.820007,333.910004,306.429993,330.220001,330.220001,0
2003-11-01,331.329987,344.619995,320.829987,332.190002,332.190002,0
2003-12-01,334.660004,339.790009,324.839996,337.649994,337.649994,0
2004-01-01,338.690002,360.850006,337.970001,353.309998,353.309998,0
2004-02-01,354.510010,365.929993,347.880005,356.589996,356.589996,0
2004-03-01,357.739990,362.670013,323.369995,338.869995,338.869995,0
2004-04-01,340.790009,358.489990,338.369995,341.410004,341.410004,0
2004-05-01,338.559998,346.329987,319.109985,337.190002,337.190002,0
2004-06-01,337.859985,348.070007,331.880005,345.130005,345.130005,0
2004-07-01,346.799988,348.730011,320.720001,329.910004,329.910004,0
2004-08-01,328.640015,328.640015,307.309998,323.119995,323.119995,0
2004-09-01,324.839996,335.869995,321.859985,323.940002,323.940002,0
2004-10-01,324.579987,339.350006,320.369995,330.480011,330.480011,1591048200
2004-11-01,328.950012,345.899994,328.950012,337.149994,337.149994,2312428800
2004-12-01,337.010010,348.859985,336.279999,348.079987,348.079987,1921034600
2005-01-01,348.220001,360.420013,347.700012,360.420013,360.420013,2264488800
2005-02-01,360.720001,377.019989,360.079987,374.369995,374.369995,2289443400
2005-03-01,373.510010,380.190002,366.500000,369.559998,369.559998,2471016600
2005-04-01,370.089996,374.260010,345.549988,348.200012,348.200012,2656191800
2005-05-01,348.700012,369.670013,347.799988,364.679993,364.679993,2450851800
2005-06-01,365.779999,385.440002,365.519989,383.829987,383.829987,2428853400
2005-07-01,382.850006,399.019989,375.160004,395.769989,395.769989,2964931400
2005-08-01,396.209991,401.769989,382.160004,389.600006,389.600006,2235986200
2005-09-01,390.700012,404.089996,388.059998,402.989990,402.989990,2427234600
2005-10-01,405.410004,408.899994,383.309998,394.160004,394.160004,2462655000
2005-11-01,394.279999,422.059998,393.279999,418.790009,418.790009,2376146200
2005-12-01,419.720001,441.260010,419.720001,436.779999,436.779999,1784412400
2006-01-01,437.549988,454.459991,427.899994,450.500000,450.500000,2537086800
2006-02-01,449.859985,467.529999,448.660004,458.720001,458.720001,2401370400
2006-03-01,459.890015,473.130005,449.149994,468.690002,468.690002,2798368800
2006-04-01,471.450012,478.440002,460.089996,469.399994,469.399994,2351671400
2006-05-01,467.670013,474.260010,426.179993,440.410004,440.410004,2972584200
2006-06-01,439.679993,445.980011,409.559998,440.250000,440.250000,2654839600
2006-07-01,440.790009,457.640015,422.709991,454.059998,454.059998,2174250200
2006-08-01,452.929993,471.459991,446.339996,469.010010,469.010010,2580680600
2006-09-01,469.220001,485.799988,460.170013,483.619995,483.619995,2353667100
2006-10-01,484.920013,495.730011,478.670013,486.570007,486.570007,2486208800
2006-11-01,485.640015,498.450012,475.399994,477.670013,477.670013,2678960700
2006-12-01,478.399994,499.170013,470.540009,495.339996,495.339996,2091743700
2007-01-01,497.910004,509.000000,490.929993,499.809998,499.809998,2628002400
2007-02-01,505.089996,512.469971,490.049988,490.209991,490.209991,2896260300
2007-03-01,489.579987,515.859985,469.850006,510.500000,510.500000,4112448000
2007-04-01,510.500000,539.080017,509.760010,530.809998,530.809998,2867063900
2007-05-01,532.090027,542.070007,521.099976,540.390015,540.390015,3055220200
2007-06-01,541.010010,554.960022,530.530029,548.210022,548.210022,3220721300
2007-07-01,545.500000,563.979980,523.760010,533.989990,533.989990,3356766800
2007-08-01,523.460022,532.830017,479.489990,522.729980,522.729980,4400052000
2007-09-01,523.770020,546.559998,512.419983,540.979980,540.979980,3238938900
2007-10-01,538.409973,559.429993,537.510010,547.849976,547.849976,4611056000
2007-11-01,549.719971,549.780029,480.869995,507.579987,507.579987,3665931900
2007-12-01,506.859985,521.489990,495.489990,515.770020,515.770020,2251562200
2008-01-01,514.679993,518.270020,401.450012,441.329987,441.329987,4117068800
2008-02-01,445.070007,466.109985,425.350006,446.529999,446.529999,3195789200
2008-03-01,439.070007,446.140015,414.299988,442.429993,442.429993,4571194200
2008-04-01,440.649994,476.390015,440.140015,475.559998,475.559998,4860329100
2008-05-01,478.959991,496.119995,473.019989,485.519989,485.519989,2352528900
2008-06-01,483.850006,487.320007,419.100006,425.929993,425.929993,2903964900
2008-07-01,424.209991,424.209991,374.089996,399.950012,399.950012,3442760000
2008-08-01,396.679993,417.420013,391.750000,412.839996,412.839996,2289857800
2008-09-01,409.380005,416.279999,310.670013,331.450012,331.450012,4038303200
2008-10-01,335.660004,344.230011,231.500000,267.690002,267.690002,4899443100
2008-11-01,269.570007,291.130005,220.119995,252.550003,252.550003,2654485900
2008-12-01,252.820007,257.529999,227.770004,245.940002,245.940002,2127819000
2009-01-01,248.970001,271.910004,227.529999,248.600006,248.600006,2672179400
2009-02-01,245.419998,263.950012,214.960007,219.809998,219.809998,2613295200
2009-03-01,214.449997,226.770004,194.990005,216.979996,216.979996,2926274200
2009-04-01,216.270004,244.979996,212.770004,240.759995,240.759995,2414278000
2009-05-01,244.990005,267.149994,244.619995,259.450012,259.450012,2184777300
2009-06-01,265.239990,271.119995,247.029999,254.710007,254.710007,1936822100
2009-07-01,256.329987,285.239990,241.360001,283.170013,283.170013,2056747500
2009-08-01,283.630005,302.760010,280.149994,296.269989,296.269989,2057420900
2009-09-01,298.029999,315.480011,286.239990,311.350006,311.350006,2213063300
2009-10-01,312.309998,328.510010,296.500000,302.359985,302.359985,2684133200
2009-11-01,302.109985,323.179993,296.980011,305.899994,305.899994,2040551600
2009-12-01,309.140015,338.220001,308.869995,335.329987,335.329987,2449715400
2010-01-01,336.959991,345.559998,323.950012,327.899994,327.899994,2123769900
2010-02-01,325.940002,335.679993,311.529999,317.739990,317.739990,2359193700
2010-03-01,320.750000,346.079987,320.100006,344.220001,344.220001,2227796400
2010-04-01,345.899994,358.230011,341.950012,345.910004,345.910004,2327998800
2010-05-01,345.410004,348.859985,301.480011,320.700012,320.700012,3292378800
2010-06-01,319.489990,343.320007,311.820007,316.809998,316.809998,2322227200
2010-07-01,313.049988,340.589996,306.269989,330.640015,330.640015,2073605600
2010-08-01,333.299988,341.000000,308.470001,316.470001,316.470001,1922671700
2010-09-01,318.079987,342.350006,315.510010,334.390015,334.390015,1951642600
2010-10-01,335.269989,344.440002,328.609985,337.230011,337.230011,1752528500
2010-11-01,339.649994,348.820007,325.140015,327.410004,327.410004,2169528000
2010-12-01,329.910004,358.799988,329.059998,354.570007,354.570007,1635423800
2011-01-01,357.910004,365.079987,352.559998,360.750000,360.750000,2184182600
2011-02-01,363.029999,374.190002,361.920013,369.130005,369.130005,2070796600
2011-03-01,370.690002,372.200012,343.200012,365.619995,365.619995,1759110400
2011-04-01,367.470001,371.100006,350.790009,359.940002,359.940002,1546362600
2011-05-01,362.260010,363.309998,340.329987,349.440002,349.440002,1982653400
2011-06-01,350.290009,350.380005,326.859985,339.649994,339.649994,1976857800
2011-07-01,340.130005,347.010010,323.059998,329.220001,329.220001,1956299600
2011-08-01,333.630005,333.730011,265.850006,292.929993,292.929993,3369093000
2011-09-01,294.339996,295.809998,256.359985,280.179993,280.179993,2760035400
2011-10-01,273.510010,318.179993,266.130005,307.500000,307.500000,2460327600
2011-11-01,301.019989,308.190002,268.739990,299.679993,299.679993,2646724000
2011-12-01,300.140015,312.470001,291.350006,312.470001,312.470001,1820770200
2012-01-01,317.559998,323.829987,305.549988,318.470001,318.470001,2162293800
2012-02-01,319.959991,333.079987,319.609985,324.250000,324.250000,2052318400
2012-03-01,323.809998,337.200012,316.670013,323.510010,323.510010,2125764200
2012-04-01,324.209991,327.230011,299.920013,308.299988,308.299988,2257054000
2012-05-01,311.820007,312.299988,286.890015,290.089996,290.089996,2228843400
2012-06-01,291.209991,307.809998,281.000000,307.309998,307.309998,2469729800
2012-07-01,307.410004,329.459991,306.470001,326.470001,326.470001,2145482000
2012-08-01,327.000000,336.690002,321.769989,329.279999,329.279999,2026035400
2012-09-01,328.570007,340.220001,323.179993,323.179993,323.179993,1934381600
2012-10-01,322.190002,336.540009,321.829987,330.760010,330.760010,1860094400
2012-11-01,330.500000,339.459991,319.750000,336.549988,336.549988,1874099800
2012-12-01,337.170013,346.859985,336.630005,342.709991,342.709991,1396944200
2013-01-01,348.529999,358.920013,346.049988,354.350006,354.350006,2024688000
2013-02-01,354.420013,356.880005,332.989990,340.529999,340.529999,2159438000
2013-03-01,339.709991,356.160004,336.500000,348.100006,348.100006,2008844600
2013-04-01,347.779999,355.010010,337.940002,351.390015,351.390015,2585405000
2013-05-01,351.519989,373.309998,351.220001,363.380005,363.380005,2769649400
2013-06-01,361.269989,364.920013,330.980011,344.589996,344.589996,2550286000
2013-07-01,345.910004,373.130005,342.799988,369.809998,369.809998,2743390400
2013-08-01,370.200012,380.179993,362.329987,362.929993,362.929993,2870441900
2013-09-01,366.309998,385.899994,365.160004,374.920013,374.920013,2193656100
2013-10-01,373.940002,393.040009,366.059998,391.920013,391.920013,2093976100
2013-11-01,392.500000,398.589996,388.429993,396.549988,396.549988,1987060800
2013-12-01,396.619995,401.950012,375.899994,401.790009,401.790009,1487431000
2014-01-01,403.369995,408.929993,381.720001,386.850006,386.850006,2412696300
2014-02-01,385.859985,402.459991,379.510010,398.540009,398.540009,2132677200
2014-03-01,392.140015,405.089996,379.799988,403.209991,403.209991,2239649400
2014-04-01,404.829987,408.420013,391.290009,400.549988,400.549988,1701391900
2014-05-01,400.049988,408.339996,392.720001,407.209991,407.209991,1587427100
2014-06-01,408.600006,419.570007,406.500000,413.149994,413.149994,1480473600
2014-07-01,413.799988,419.940002,401.559998,404.290009,404.290009,1746853500
2014-08-01,403.350006,413.600006,388.140015,413.130005,413.130005,1498665600
2014-09-01,413.399994,425.739990,413.130005,421.140015,421.140015,1674224900
2014-10-01,419.679993,421.480011,366.839996,411.320007,411.320007,2510624400
2014-11-01,411.279999,426.989990,403.149994,425.859985,425.859985,1825549900
2014-12-01,422.820007,432.220001,389.309998,424.470001,424.470001,1754190800
2015-01-01,425.890015,459.440002,406.299988,450.390015,450.390015,2295729500
2015-02-01,450.600006,483.929993,446.440002,483.929993,483.929993,2132924000
2015-03-01,484.359985,500.660004,478.799988,489.410004,489.410004,2122983100
2015-04-01,486.839996,510.549988,484.799988,487.850006,487.850006,1926754400
2015-05-01,488.239990,504.799988,469.820007,493.559998,493.559998,1713809300
2015-06-01,496.880005,498.829987,464.600006,472.579987,472.579987,2187214400
2015-07-01,477.839996,506.049988,454.859985,495.230011,495.230011,1974446300
2015-08-01,495.399994,504.000000,401.869995,445.029999,445.029999,2210845100
2015-09-01,439.950012,451.410004,405.010010,421.140015,421.140015,2274460500
2015-10-01,426.769989,468.640015,415.519989,462.119995,462.119995,2356116800
2015-11-01,457.839996,474.869995,448.359985,469.519989,469.519989,2134832500
2015-12-01,471.220001,471.959991,419.790009,441.820007,441.820007,2150028300
2016-01-01,436.970001,436.970001,392.440002,431.279999,431.279999,2524113000
2016-02-01,433.850006,433.850006,378.529999,427.269989,427.269989,2844603800
2016-03-01,426.790009,449.619995,425.829987,440.109985,440.109985,2443585500
2016-04-01,434.859985,458.019989,426.750000,439.679993,439.679993,2257515000
2016-05-01,441.029999,453.070007,425.779999,447.869995,447.869995,2056074300
2016-06-01,447.140015,453.299988,409.230011,435.880005,435.880005,2675183800
2016-07-01,438.359985,456.779999,419.450012,449.829987,449.829987,2115001000
2016-08-01,451.450012,457.920013,437.850006,454.380005,454.380005,1859965300
2016-09-01,455.720001,466.170013,437.619995,452.329987,452.329987,2113273500
2016-10-01,452.549988,463.029999,442.720001,452.589996,452.589996,1991888200
2016-11-01,456.320007,459.570007,436.279999,457.209991,457.209991,2495252600
2016-12-01,455.890015,484.209991,445.649994,483.170013,483.170013,1935176500
2017-01-01,481.160004,489.910004,476.709991,476.709991,476.709991,1727615900
2017-02-01,480.190002,500.940002,479.380005,495.350006,495.350006,1909270400
2017-03-01,499.140015,518.880005,498.940002,516.539978,516.539978,2176408500
2017-04-01,517.520020,526.250000,509.399994,521.130005,521.130005,1863955900
2017-05-01,522.400024,537.840027,519.479980,524.070007,524.070007,2276017400
2017-06-01,524.109985,531.609985,506.910004,507.149994,507.149994,2146512600
2017-07-01,509.540009,530.659973,506.269989,525.440002,525.440002,1733489300
2017-08-01,528.750000,533.179993,505.920013,516.039978,516.039978,1685762200
2017-09-01,518.159973,537.059998,512.820007,537.059998,537.059998,1616924200
2017-10-01,538.570007,553.919983,537.789978,553.380005,553.380005,1647862100
2017-11-01,555.710022,557.429993,534.619995,540.109985,540.109985,2086484500
2017-12-01,540.950012,555.119995,535.289978,544.580017,544.580017,1588729000
2018-01-01,545.239990,572.809998,540.340027,560.520020,560.520020,1827722000
2018-02-01,563.020020,563.539978,515.960022,535.580017,535.580017,1848009300
2018-03-01,533.049988,539.750000,516.580017,529.520020,529.520020,1866866500
2018-04-01,525.320007,556.510010,521.679993,555.729980,555.729980,1658940700
2018-05-01,555.539978,572.900024,550.380005,552.849976,552.849976,2092935000
2018-06-01,556.520020,569.159973,543.869995,551.679993,551.679993,1946027800
2018-07-01,545.460022,576.900024,544.090027,574.250000,574.250000,1656599700
2018-08-01,574.679993,575.489990,549.729980,558.419983,558.419983,1720793400
2018-09-01,558.500000,561.609985,533.909973,549.619995,549.619995,1866307500
2018-10-01,550.080017,554.049988,500.450012,518.710022,518.710022,2170480500
2018-11-01,519.900024,534.210022,506.899994,519.369995,519.369995,1974712600
2018-12-01,529.739990,530.030029,472.190002,487.880005,487.880005,1765112600
2019-01-01,479.910004,521.020020,477.049988,520.630005,520.630005,1877499400
2019-02-01,521.820007,544.880005,519.739990,541.049988,541.049988,1670828500
2019-03-01,543.059998,555.549988,529.719971,548.979980,548.979980,1754782300
2019-04-01,552.890015,571.909973,552.010010,571.599976,571.599976,1372199000
2019-05-01,568.869995,571.109985,537.479980,540.489990,540.489990,1425327400
2019-06-01,535.900024,566.669983,534.489990,561.760010,561.760010,1391558200
2019-07-01,569.219971,586.320007,564.549988,572.090027,572.090027,1495895400
2019-08-01,564.979980,572.460022,528.679993,558.349976,558.349976,1894539500
2019-09-01,559.250000,580.520020,556.479980,580.229980,580.229980,1634882400
2019-10-01,582.650024,585.250000,553.849976,576.630005,576.630005,1753013600
2019-11-01,578.250000,602.369995,578.109985,597.289978,597.289978,1403449600
2019-12-01,598.169983,612.489990,581.020020,604.580017,604.580017,1245608700
2020-01-01,608.010010,616.460022,589.440002,589.500000,589.500000,1485896300
2020-02-01,591.429993,632.119995,531.179993,539.380005,539.380005,1973499500
2020-03-01,550.950012,562.260010,389.600006,483.440002,483.440002,3474520400
2020-04-01,468.989990,528.690002,465.290009,512.919983,512.919983,2831725400
2020-05-01,496.540009,539.619995,490.790009,532.570007,532.570007,2566313400
2020-06-01,540.469971,576.450012,529.780029,559.729980,559.729980,2932850100
2020-07-01,561.010010,587.030029,543.630005,545.289978,545.289978,1879885800
2020-08-01,546.520020,575.710022,544.960022,549.200012,549.200012,1700034600
2020-09-01,552.780029,568.080017,533.219971,547.700012,547.700012,1283950600
2020-10-01,551.169983,575.520020,527.859985,533.880005,533.880005,2255871500
2020-11-01,535.409973,615.109985,533.390015,606.020020,606.020020,1232961200
2020-12-01,609.000000,633.119995,602.640015,624.609985,624.609985,25728400
2021-01-01,632.020020,667.849976,628.979980,637.109985,637.109985,251231000
2021-02-01,642.659973,689.239990,642.219971,651.260010,651.260010,121786800
2021-03-01,662.020020,704.250000,649.969971,699.849976,699.849976,1184985400
2021-04-01,707.049988,719.260010,699.059998,707.559998,707.559998,167025000
2021-05-01,709.929993,719.289978,677.880005,709.359985,709.359985,69573800
2021-06-01,712.809998,736.330017,712.419983,729.520020,729.520020,1589900
2021-07-01,734.710022,759.349976,716.229980,754.309998,754.309998,638282700
2021-08-01,760.479980,792.539978,754.460022,787.619995,787.619995,95590900
2021-09-01,793.390015,804.469971,771.789978,771.940002,771.940002,233687700
2021-10-01,761.820007,818.309998,751.059998,810.909973,810.909973,326454800
2021-11-01,815.250000,829.659973,774.309998,777.390015,777.390015,963221900
2021-12-01,783.840027,809.159973,755.570007,797.929993,797.929993,125821700
2022-01-01,802.500000,812.549988,734.419983,755.200012,755.200012,216859300
2022-02-01,761.909973,772.229980,699.989990,729.719971,729.719971,78089800
2022-03-01,728.520020,739.270020,652.799988,724.200012,724.200012,1204725400
2022-04-01,725.989990,743.049988,687.739990,710.979980,710.979980,85991200
2022-05-01,702.520020,719.000000,662.219971,712.880005,712.880005,216608500
2022-06-01,714.869995,716.130005,632.020020,659.229980,659.229980,76108700
2022-07-01,651.219971,732.580017,643.599976,729.440002,729.440002,459375100
2022-08-01,728.679993,736.340027,680.309998,680.309998,680.309998,202938700
2022-09-01,674.960022,703.390015,627.349976,640.619995,640.619995,146119700
2022-10-01,633.479980,673.179993,611.739990,670.619995,670.619995,404313100
2022-11-01,675.280029,726.460022,654.830017,724.099976,724.099976,827292300
2022-12-01,731.729980,741.090027,688.239990,689.010010,689.010010,247937500
2023-01-01,697.109985,751.989990,694.630005,745.190002,745.190002,138807100
2023-02-01,747.150024,777.580017,745.179993,752.929993,752.929993,108815200
2023-03-01,756.200012,763.409973,710.890015,756.179993,756.179993,1256071300
2023-04-01,758.909973,769.140015,745.260010,758.489990,758.489990,209874700
2023-05-01,758.489990,771.739990,735.909973,748.859985,748.859985,64226800
2023-06-01,754.409973,776.289978,750.739990,773.940002,773.940002,219595200
2023-07-01,777.099976,795.200012,747.659973,792.000000,792.000000,111360000
2023-08-01,790.169983,792.130005,729.609985,743.619995,743.619995,444084100
2023-09-01,744.539978,754.760010,715.619995,728.789978,728.789978,282918600
2023-10-01,730.650024,744.929993,711.690002,718.599976,718.599976,97886600
2023-11-01,720.440002,768.030029,716.489990,765.039978,765.039978,275140400
2023-12-01,767.450012,798.090027,767.440002,786.820007,786.820007,36497900
2024-01-01,790.690002,792.489990,776.000000,780.309998,780.309998,168000
